iter	Logloss
115	0.3690198941
116	0.368497627
117	0.3680319111
118	0.367339075
119	0.3666488643
120	0.3663403572
121	0.3655864258
122	0.3651538358
123	0.364704478
124	0.364187164
125	0.3633277136
126	0.3627311493
127	0.3622894384
128	0.361263457
129	0.3608164927
130	0.360418983
131	0.3599505922
132	0.3593518711
133	0.358901431
134	0.3584377228
135	0.3577993469
136	0.3571815732
137	0.3568373743
138	0.3563704687
139	0.3556621699
140	0.3551620637
141	0.3546559997
142	0.3541325394
143	0.3534293119
144	0.3529678854
145	0.3525561168
146	0.3520990206
147	0.3517286892
148	0.3511249415
149	0.3506805198
150	0.3502879195
151	0.3496912339
152	0.3489459026
153	0.3484962629
154	0.3477717977
155	0.3473368736
156	0.3467627421
157	0.3462414437
158	0.3457770873
159	0.3453271301
160	0.3447203069
161	0.3442821142
162	0.3439248801
163	0.3435735149
164	0.343096894
165	0.3425199245
166	0.3420997217
167	0.3414755657
168	0.3410875396
169	0.3406320777
170	0.3401607154
171	0.3396089748
172	0.3392583669
173	0.3387643013
174	0.3383996291
175	0.3378842977
176	0.3373074476
177	0.336806586
178	0.336309957
179	0.3358862858
180	0.3355204695
181	0.3350851657
182	0.3347672125
183	0.334312441
184	0.3337972635
185	0.3335109689
186	0.3331554383
187	0.3326535619
188	0.3321633415
189	0.3317920255
190	0.3314974261
191	0.3308940327
192	0.3303401368
193	0.3300089792
194	0.3295067764
195	0.3291325995
196	0.3287328378
197	0.3284281183
198	0.3281695417
199	0.3275836932
200	0.3270589285
201	0.3266205093
202	0.3262652664
203	0.3258559934
204	0.3255109162
205	0.3251576257
206	0.3247664231
207	0.3243788174
208	0.3239738592
209	0.3234786042
210	0.3229576322
211	0.3226218914
212	0.3221999251
213	0.3218541433
214	0.3214623332
215	0.3210068149
216	0.3206198438
217	0.3202695874
218	0.3200433916
219	0.3196535266
220	0.3193626642
221	0.3191324509
222	0.3188035748
223	0.3184593089
224	0.318019665
225	0.3177460386
226	0.317366403
227	0.3168075321
228	0.3164098197
229	0.3160128643
230	0.3156145808
231	0.315311399
232	0.315028513
233	0.3147028338
234	0.3144562014
235	0.3140905226
236	0.3138397346
237	0.313347172
238	0.3130935734
239	0.3127557509
240	0.3125204602
241	0.3122061126
242	0.3118463651
243	0.3114744739
244	0.3109185833
245	0.3105752611
246	0.3102625056
247	0.309981381
248	0.3094078653
249	0.3089471025
250	0.3086171135
251	0.3083696642
252	0.3079647791
253	0.3076315047
254	0.3073288199
255	0.3070548268
256	0.3067740864
257	0.306426336
258	0.3062221548
259	0.3058129826
260	0.305477249
261	0.3051907547
262	0.3050931473
263	0.30476479
264	0.3044962082
265	0.3041160375
266	0.3038259799
267	0.303666915
268	0.30341833
269	0.3029437713
270	0.3026742788
271	0.3022273602
272	0.3021311217
273	0.3019028998
274	0.3016006097
275	0.3012005029
276	0.3009737544
277	0.3006728539
278	0.3003967249
279	0.3001822657
280	0.2998836364
281	0.299579373
282	0.2994173365
283	0.2990322203
284	0.2987881869
285	0.298533552
286	0.2982358042
287	0.2978884326
288	0.2975422609
289	0.2971757068
290	0.2969040257
291	0.2968207905
292	0.2965072113
293	0.2962553
294	0.2958654191
295	0.2954247668
296	0.2951970608
297	0.2950024964
298	0.2947560386
299	0.2947143067
300	0.294329265
301	0.2938905899
302	0.2937413035
303	0.2933380549
304	0.2930527421
305	0.2928869947
306	0.2925811636
307	0.2922594617
308	0.2919591273
309	0.2919159176
310	0.2916890947
311	0.2913721274
312	0.2910284406
313	0.2905660421
314	0.2902715808
315	0.2898903272
316	0.2896177196
317	0.2893664818
318	0.2891538893
319	0.2888776279
320	0.2885107145
321	0.2883006184
322	0.288110776
323	0.2878123947
324	0.2875978754
325	0.2872868759
326	0.2872541205
327	0.2869631128
328	0.2865720713
329	0.2862474192
330	0.2858357766
331	0.2856269185
332	0.2852770481
333	0.2849025469
334	0.2845945662
335	0.2843446997
336	0.2843419426
337	0.2841156952
338	0.2839620525
339	0.2837214692
340	0.2834406597
341	0.2831581524
342	0.2828264542
343	0.2825577204
344	0.2823034634
345	0.2819984936
346	0.2817077516
347	0.281373635
348	0.2812093487
349	0.2809997555
350	0.2807127286
351	0.2803476342
352	0.2800690883
353	0.2798404
354	0.2796087108
355	0.2793660066
356	0.2790387977
357	0.2788746635
358	0.2786233864
359	0.2783210184
360	0.2780539328
361	0.277788017
362	0.2775326181
363	0.2773394248
364	0.2771114486
365	0.2768960924
366	0.2766092106
367	0.2764051999
368	0.2761520121
369	0.2758964553
370	0.2757020785
371	0.2754785684
372	0.2751557683
373	0.27492561
374	0.2746726836
375	0.2744055395
376	0.2742335433
377	0.2740457201
378	0.2738236737
379	0.2735445531
380	0.2733526591
381	0.273121994
382	0.2728158101
383	0.2726762458
384	0.272335996
385	0.2720394258
386	0.2718039981
387	0.271537241
388	0.2713607002
389	0.2709779044
390	0.2707378627
391	0.2705895264
392	0.2703811897
393	0.2702350204
394	0.2699452479
395	0.2694994736
396	0.2693319794
397	0.2691579319
398	0.268885619
399	0.2686280564
400	0.2684664842
401	0.2682258679
402	0.2680492227
403	0.2677565807
404	0.2675668587
405	0.2672863416
406	0.267093724
407	0.2668748965
408	0.2667229861
409	0.2664512529
410	0.2662253236
411	0.2660255399
412	0.2658008596
413	0.2655163641
414	0.265323703
415	0.2650746726
416	0.264922056
417	0.2646121684
418	0.2643842946
419	0.2641741131
420	0.2640087521
421	0.2638133622
422	0.2635724538
423	0.2632789391
424	0.2631234004
425	0.2629236175
426	0.2626694118
427	0.262463964
428	0.2622747295
429	0.2620257626
430	0.2617666144
431	0.2615646591
432	0.261520361
433	0.2614019125
434	0.2612442444
435	0.2610598402
436	0.2609338478
437	0.2606985819
438	0.2605149098
439	0.2603483294
440	0.2601444778
441	0.2599216828
442	0.2597312422
443	0.2595788835
444	0.2593186944
445	0.2591525856
446	0.258892978
447	0.2585931585
448	0.2583633902
449	0.2582110918
450	0.2579726099
451	0.2576761167
452	0.2574094281
453	0.2571555992
454	0.2568954105
455	0.2566864882
456	0.256400495
457	0.2561895618
458	0.2559822998
459	0.2558702956
460	0.2556279412
461	0.2554197108
462	0.255300448
463	0.2550585199
464	0.2548459157
465	0.2547017026
466	0.2545990678
467	0.2543975173
468	0.2541011716
469	0.2539056997
470	0.2536790327
471	0.2535983542
472	0.2533211741
473	0.2531180287
474	0.252935012
475	0.2527480379
476	0.2525565645
477	0.2523104953
478	0.2520316058
479	0.2519332099
480	0.2517033663
481	0.2515423575
482	0.251206567
483	0.2509639862
484	0.2508080741
485	0.2506309898
486	0.2504309298
487	0.2501652685
488	0.2499782597
489	0.2497858003
490	0.2496302882
491	0.2494947684
492	0.249322605
493	0.2491658829
494	0.24893989
495	0.2487935526
496	0.2486817948
497	0.2485007108
498	0.24819995
499	0.2479885115
